scholarly_work	subject_id	subject_snippet	property	object_id	object_label	object_snippet	snippet
Bauer-Funke_1998b	http://www.wikidata.org/entity/Q1336786	Le neveu de Rameau	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3039	philosophie	philosophisch-satirischen Dialog	"Diderot verfasst Le neveu de Rameau, satire seconde um 1762. Der Roman beinhaltet einen philosophisch-satirischen Dialog zwischen einer dem Neffen des berühmten Komponisten Rameau nachempfundenen Gestalt und einer Figur, die sich als „Moi"" ausgibt."
Bauer-Funke_1998b	http://www.wikidata.org/entity/Q1336786	Le neveu de Rameau	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q3727		Dialog	"Diderot verfasst Le neveu de Rameau, satire seconde um 1762. Der Roman beinhaltet einen philosophisch-satirischen Dialog zwischen einer dem Neffen des berühmten Komponisten Rameau nachempfundenen Gestalt und einer Figur, die sich als „Moi"" ausgibt."
Bauer-Funke_1998b	http://www.wikidata.org/entity/Q1336786	Le neveu de Rameau	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2787	art	Kunst	"Diderot verfasst Le neveu de Rameau, satire seconde um 1762. Der Roman beinhaltet einen philosophisch-satirischen Dialog zwischen einer dem Neffen des berühmten Komponisten Rameau nachempfundenen Gestalt und einer Figur, die sich als „Moi"" ausgibt. Dieses „Moi"" tritt in vielen Werken Diderots auf und lässt sich als Maske des Autors deuten. Der Neffe, eine stadtbekannte Persönlichkeit, leidet an dem Konflikt zwischen dem Traum vom genialen Künstlertum und der erniedrigenden Rolle als schmarotzender Unterhalter des reichen Finanziers Bertin. „Moi"" ist dagegen ein angesehener und etablierter Philosoph. Letztlich überlässt Diderot es dem Leser, sich ein Urteij darüber zu bilden, welche der beiden Lebensarten die bessere sei Jacques le Der um 1771-1773 geschriebene Roman Jacques le fataliste et soq fataliste maître präsentiert sich als Gespräch zwischen dem Diener Jacques und seinem Herrn, die durch Frankreich reiten und sich dabej über Willensfreiheit und Fatalismus unterhalten."
Bauer-Funke_1998b	http://www.wikidata.org/entity/Q1336786	Le neveu de Rameau	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2998	morale	Moral	"Diderot verfasst Le neveu de Rameau, satire seconde um 1762. Der Roman beinhaltet einen philosophisch-satirischen Dialog zwischen einer dem Neffen des berühmten Komponisten Rameau nachempfundenen Gestalt und einer Figur, die sich als „Moi"" ausgibt. Dieses „Moi"" tritt in vielen Werken Diderots auf und lässt sich als Maske des Autors deuten. Der Neffe, eine stadtbekannte Persönlichkeit, leidet an dem Konflikt zwischen dem Traum vom genialen Künstlertum und der erniedrigenden Rolle als schmarotzender Unterhalter des reichen Finanziers Bertin. „Moi"" ist dagegen ein angesehener und etablierter Philosoph. Letztlich überlässt Diderot es dem Leser, sich ein Urteij darüber zu bilden, welche der beiden Lebensarten die bessere sei Jacques le Der um 1771-1773 geschriebene Roman Jacques le fataliste et soq fataliste maître präsentiert sich als Gespräch zwischen dem Diener Jacques und seinem Herrn, die durch Frankreich reiten und sich dabej über Willensfreiheit und Fatalismus unterhalten."
Brockmeier_2008a	http://www.wikidata.org/entity/Q1210734	Les 120 journées de Sodome	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2903	être humain	Mensch	Ein Erzähler überträgt einer Mehrzahl von Erzählfiguren die Aufgabe, ihre Erzählungen wiederzugeben und umfaßt diese nicht nur mit einer Rahmenerzählung, sondern mit einem Ereignisse, Teilnehmer und Erzähler bestimmenden oder lenkenden allgemeinen Thema: mit der Idee, daß Schein und Sein die Hofgesellschaft bestimmen („Hepta-méron“); mit der Idee, daß vernünftiges Handeln auf Erfahrungen beruht, die alle Menschen miteinander teilen (Voltaire, „Candide“, 1759; Bruno, „Le tour de la France par deux enfants“, 1877); mit der Idee, daß der Mensch sich selbst das Paradies und dem Nächsten die Hölle ist (Sade, „Les 120 journées de Sodome“, 1782/85).
Schlüter_2014a	http://www.wikidata.org/entity/Q1336786	Le neveu de Rameau	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2998	morale	Moral	In diesen Kontext gehören vor allem dialogische Erzähltexte des ethischen Plu-ralisten Diderot, insbesondere Le neveu de Rameau , aber auch die in Jacques le fa-taliste eingebetteten, ethisch oft in einen unauflösbaren Widerspruch mündenden Erzählungen, die >contes moraux< und ihr Pendant, die >contes immoraux<, und vor allem das Werk des Marquis de Sade, eine gewaltige und gewalttätige Verkehrung aufklärerischer Moral, die die literarischen Neuerungen der Aufklärung subversiv instrumentalisiert.
Schlüter_2014b	http://www.wikidata.org/entity/Q129476	Les reveries du promeneur solitaire	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2792	autoréflexivité	Reflexion	In seinen letzten Lebensjahren entsteht auch sein großes Alterswerk, Les reveries du promeneur solitaire (1782), das die verhängnisvolle menschliche Gabe der Reflexion in eine heilsame meditative Praxis der Naturbetrachtung und Selbstvergessenheit überführt, sowie das eigentümliche apologetische Werk Rousseau juge de Jean-Jacques (1772-1776), mit dem er sich vor den Augen der Nachwelt gegen die öffentliche Demontage seiner Person zu wehren sucht.
Schlüter_2014b	http://www.wikidata.org/entity/Q129476	Les reveries du promeneur solitaire	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3005	nature	Naturbetrachtung	In seinen letzten Lebensjahren entsteht auch sein großes Alterswerk, Les reveries du promeneur solitaire (1782), das die verhängnisvolle menschliche Gabe der Reflexion in eine heilsame meditative Praxis der Naturbetrachtung und Selbstvergessenheit überführt, sowie das eigentümliche apologetische Werk Rousseau juge de Jean-Jacques (1772-1776), mit dem er sich vor den Augen der Nachwelt gegen die öffentliche Demontage seiner Person zu wehren sucht.
Schlüter_2014b	http://www.wikidata.org/entity/Q129476	Reveries	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2792	autoréflexivité	Reflexionsprosa	In seinen Reveries schafft Rousseau eine höchst subtile Form von Reflexionsprosa, die die Grenzen zwischen theoretischer Erörterung, Erzählen und literarischer Fiktion hinter sich lässt und in Gedankenlyrik übergeht.
Schlüter_2014b	http://www.wikidata.org/entity/Q129476	Reveries	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3087	sentimentalisme	Empfindsamkeit	In seinen Reveries schafft Rousseau eine höchst subtile Form von Reflexionsprosa, die die Grenzen zwischen theoretischer Erörterung, Erzählen und literarischer Fiktion hinter sich lässt und in Gedankenlyrik übergeht. In den meditativen Texten zeigt sich Empfindsamkeit auf der Stufe höchster Abstraktion als Selbstvergessenheit, als reine Aufmerksamkeit (ein Begriff, den die Psychologie der Aufklärung stark macht).
Schlüter_2014b	http://www.wikidata.org/entity/Q129476	Rêveries	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2804	bonheur	Glück	Regression ins Glück des primitiven Menschen, der die Wälder allein durchstreift und sprachlos, präreflexiv, a-rational, amoralisch und sich selbst genug ist: Dieses Glück beschwören Rousseaus Rêveries.
Schlüter_2014b	http://www.wikidata.org/entity/Q129476	Rêveries	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2903	être humain	Menschen	Regression ins Glück des primitiven Menschen, der die Wälder allein durchstreift und sprachlos, präreflexiv, a-rational, amoralisch und sich selbst genug ist: Dieses Glück beschwören Rousseaus Rêveries.
Schlüter_2014b	http://www.wikidata.org/entity/Q1336786	Le neveu de Rameau	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2998	morale	Moral	Dass der Ich-Erzähler und Dorval zwei Seiten des Autors Diderot darstellen, liegt ebenso auf der Hand wie in Le neveu de Rameau die Doppelgestalt seiner unter dem Einfluss Humes stehenden Überlegungen zu Ethik und Moral in den Antagonisten >Moi< und Jean-Fran^ois Rameau, dem bürgerlichen Aufklärer und seinem genialischen, amoralischen und sozial heimatlosen Gegenspieler.
Haas_1902a	http://www.wikidata.org/entity/Q1336786	Rameaus Neffe	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q3727		Dialog	Wo er erzählt, ist er sehr kurz, fast zu kurz; sobald irgend möglich, geht er zum Dialog über; diesen handhabt er mit seltener Meisterschaft; Rameaus Neffe und Jacques le Fataliste sind glänzende Beweise seiner Virtuosität.
Haas_1902a	http://www.wikidata.org/entity/Q1336786	Rameaus Neffe	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2884	égoïsme	egoistischer	Am meisten bewundert wird unter allen Gestalten, die Diderot geschaffen hat, Rameaus Neffe. Dieser ist aber deshalb so gut gelungen, weil es ihm an innerem Seelenleben, an Gemüt fehlt. Dieser Parasit, typisch für das Ende der Regierungszeit des Lumps auf dem Königsthrone, ist zweifellos eine geniale Leistung Diderots.
Haas_1902a	http://www.wikidata.org/entity/Q1336786	Rameaus Neffe	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2992	mœurs	Sittenlosigkeit	In Rameaus Neffe geisselt er ja die Verkommenheit und Sittenlosigkeit seiner Zeit.
Schlötke-Schröer_1957a	http://www.wikidata.org/entity/Q129476	Les Rêveries du Promeneur Solitaire	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3005	nature	Naturerleben	Rousseau Die ersten starken Anregungen auf dem Gebiet einer Erneuerung des inneren Menschen aus raum-zeitlichem Naturerleben heraus gehen auf Rousseau, besonders auf seine Werke La Nouvelle. Héloïse und Les Rêveries du Promeneur Solitaire zurück.
Geißler_Starke_1979a	http://www.wikidata.org/entity/Q1336786	Le neveu de Rameau	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2972	Lumières	Aufklärungsbewegung	In der spannungsgeladenen Atmosphäre der Auseinandersetzungen um die Aufklärungsbewegung und innerhalb ihrer eigenen Reihen begann Diderot mit der Arbeit an seinen beiden Romanen La religieuse (1760; „Die Nonne“) und Le neveu de Rameau (wahrscheinlich 1761 begonnen; „Rameaus Neffe“).
Geißler_Starke_1979a	http://www.wikidata.org/entity/Q1336786	Le neveu de Rameau	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3062	réalité	wirklichkeitsbezogene Kunst	Die im Eloge de Richardson formulierten Erkenntnisse über die an eine wirklichkeitsbezogene Kunst zu stellenden Anforderung finden Anwendung auch in Diderots folgendem Dialogroman Le Neveu de  Rameau, wenngleich er hier von dem noch in La Religieuse befolgten traditionellen Romankonzept grundsätzlich abweicht.
Geißler_Starke_1979a	http://www.wikidata.org/entity/Q1336786	Le neveu de Rameau	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2787	art	Kunst	Die im Eloge de Richardson formulierten Erkenntnisse über die an eine wirklichkeitsbezogene Kunst zu stellenden Anforderung finden Anwendung auch in Diderots folgendem Dialogroman Le Neveu de  Rameau, wenngleich er hier von dem noch in La Religieuse befolgten traditionellen Romankonzept grundsätzlich abweicht.
Geißler_Starke_1979a	http://www.wikidata.org/entity/Q1336786	Le neveu de Rameau	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2998	morale	moralischer Erkenntnis	Die im Eloge de Richardson formulierten Erkenntnisse über die an eine wirklichkeitsbezogene Kunst zu stellenden Anforderung finden Anwendung auch in Diderots folgendem Dialogroman Le Neveu de  Rameau, wenngleich er hier von dem noch in La Religieuse befolgten traditionellen Romankonzept grundsätzlich abweicht. Dies zeigt sich am augenfälligsten darin, daß der Held des Romans kein moralisches Exempel setzt wie etwa die Hauptgestalten bei Richardson oder auch Diderots Nonne, sondern vielmehr durch ein moralisch zu verurteilendes Subjekt verkörpert wird. Dieses Werk (begonnen wahrscheinlich um 1761, überarbeitet bis Anfang der siebziger Jahre) wurde 1805 zuerst in der deutschen Übersetzung von Goethe publiziert.
Geißler_Starke_1979a	http://www.wikidata.org/entity/Q1336786	Le neveu de Rameau	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2863	destin	Schicksal	Die im Eloge de Richardson formulierten Erkenntnisse über die an eine wirklichkeitsbezogene Kunst zu stellenden Anforderung finden Anwendung auch in Diderots folgendem Dialogroman Le Neveu de  Rameau, wenngleich er hier von dem noch in La Religieuse befolgten traditionellen Romankonzept grundsätzlich abweicht. Dies zeigt sich am augenfälligsten darin, daß der Held des Romans kein moralisches Exempel setzt wie etwa die Hauptgestalten bei Richardson oder auch Diderots Nonne, sondern vielmehr durch ein moralisch zu verurteilendes Subjekt verkörpert wird. Dieses Werk (begonnen wahrscheinlich um 1761, überarbeitet bis Anfang der siebziger Jahre) wurde 1805 zuerst in der deutschen Übersetzung von Goethe publiziert.
Geißler_Starke_1979a	http://www.wikidata.org/entity/Q1336786	Rameaus Neffe	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2926	gouvernement	Ancien régime	Da die Petersburger Handschrift, die der Übersetzung zugrunde lag, danach nicht mehr auffindbar war, mußten sich die Franzosen zunächst mit einer Rückübersetzung des Goetheschen Rameaus Neffe (1821) begnügen. Erst 1891 wurde das Werk nach dem wiederentdeckten authentischen Text in französischer Sprache veröffentlicht.66 Der Held dieses Dialogs hat wirklich gelebt. Es entsteht hier ein Bild dieser Gesellschaft, in der alle nach Macht über die Mitmenschen, nach höheren Posten, nach Reichtum und Geld jagen und in der die menschliche Würde verlorengeht.
Geißler_Starke_1979a	http://www.wikidata.org/entity/Q1336786	Rameaus Neffe	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3090	société	Gesellschaft	Da die Petersburger Handschrift, die der Übersetzung zugrunde lag, danach nicht mehr auffindbar war, mußten sich die Franzosen zunächst mit einer Rückübersetzung des Goetheschen Rameaus Neffe (1821) begnügen. Erst 1891 wurde das Werk nach dem wiederentdeckten authentischen Text in französischer Sprache veröffentlicht.66 Der Held dieses Dialogs hat wirklich gelebt. Es entsteht hier ein Bild dieser Gesellschaft, in der alle nach Macht über die Mitmenschen, nach höheren Posten, nach Reichtum und Geld jagen und in der die menschliche Würde verlorengeht.
Geißler_Starke_1979a	http://www.wikidata.org/entity/Q1336786	Rameaus Neffe	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2884	égoïsme	Schmarotzerdasein	Da die Petersburger Handschrift, die der Übersetzung zugrunde lag, danach nicht mehr auffindbar war, mußten sich die Franzosen zunächst mit einer Rückübersetzung des Goetheschen Rameaus Neffe (1821) begnügen. Erst 1891 wurde das Werk nach dem wiederentdeckten authentischen Text in französischer Sprache veröffentlicht.66 Der Held dieses Dialogs hat wirklich gelebt. Es entsteht hier ein Bild dieser Gesellschaft, in der alle nach Macht über die Mitmenschen, nach höheren Posten, nach Reichtum und Geld jagen und in der die menschliche Würde verlorengeht.
Geißler_Starke_1979a	http://www.wikidata.org/entity/Q1336786	Rameaus Neffe	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3050	pouvoir	Macht	Da die Petersburger Handschrift, die der Übersetzung zugrunde lag, danach nicht mehr auffindbar war, mußten sich die Franzosen zunächst mit einer Rückübersetzung des Goetheschen Rameaus Neffe (1821) begnügen. Erst 1891 wurde das Werk nach dem wiederentdeckten authentischen Text in französischer Sprache veröffentlicht.66 Der Held dieses Dialogs hat wirklich gelebt. Es handelt sich um den Neffen des bekannten französischen Komponisten Rameau, der hier jene Schicht entwurzelter Existenzen des in Auflösung begriffenen Ancien régime repräsentiert, die, unfähig, ihre zweifellos vorhandene Begabung in den Dienst des gesellschaftlichen Fortschritts zu stellen, cs vorzieht, auf Kosten der Gesellschaft ein Schmarotzerdasein zu führen. Rameaus Neffe, der sich als Parasit von den Brosamen der höheren Klassen nährt, hat das ursprüngliche, natürliche, sittliche Empfinden, das etwa die Nonne in ihrem Kampf um Frei heit, Recht, Liebe, Menschlichkeit beseelt, fast völlig verloren.
Geißler_Starke_1979a	http://www.wikidata.org/entity/Q1336786	Rameaus Neffe	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2914	finance	Geld	Da die Petersburger Handschrift, die der Übersetzung zugrunde lag, danach nicht mehr auffindbar war, mußten sich die Franzosen zunächst mit einer Rückübersetzung des Goetheschen Rameaus Neffe (1821) begnügen. Erst 1891 wurde das Werk nach dem wiederentdeckten authentischen Text in französischer Sprache veröffentlicht.66 Der Held dieses Dialogs hat wirklich gelebt. Es handelt sich um den Neffen des bekannten französischen Komponisten Rameau, der hier jene Schicht entwurzelter Existenzen des in Auflösung begriffenen Ancien régime repräsentiert, die, unfähig, ihre zweifellos vorhandene Begabung in den Dienst des gesellschaftlichen Fortschritts zu stellen, cs vorzieht, auf Kosten der Gesellschaft ein Schmarotzerdasein zu führen. Rameaus Neffe, der sich als Parasit von den Brosamen der höheren Klassen nährt, hat das ursprüngliche, natürliche, sittliche Empfinden, das etwa die Nonne in ihrem Kampf um Frei heit, Recht, Liebe, Menschlichkeit beseelt, fast völlig verloren.
Geißler_Starke_1979a	http://www.wikidata.org/entity/Q1336786	Werk	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2802	bien	Guten	Leben soll mir dagegen Salomons Philosophie und Weisheit, gute Weine zu trinken, köstliche Speisen zu schlucken, hübsche Weiber zu besitzen, auf weichen Betten zu ruhen; übrigens ist alles eitel.“67 Das Werk ist in Form eines Dialogs zwischen dem aufklärerischen Verfechter des Guten, Wahren, Schönen (mit „Ich“ bezeichnet) und dem Verächter der sittlichen Werte geschrieben.
Geißler_Starke_1979a	http://www.wikidata.org/entity/Q1336786	Werk	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3119	vérité	Wahren	Leben soll mir dagegen Salomons Philosophie und Weisheit, gute Weine zu trinken, köstliche Speisen zu schlucken, hübsche Weiber zu besitzen, auf weichen Betten zu ruhen; übrigens ist alles eitel.“67 Das Werk ist in Form eines Dialogs zwischen dem aufklärerischen Verfechter des Guten, Wahren, Schönen (mit „Ich“ bezeichnet) und dem Verächter der sittlichen Werte geschrieben.
Geißler_Starke_1979a	http://www.wikidata.org/entity/Q1336786	Werk	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2798	beauté	Schönen	Leben soll mir dagegen Salomons Philosophie und Weisheit, gute Weine zu trinken, köstliche Speisen zu schlucken, hübsche Weiber zu besitzen, auf weichen Betten zu ruhen; übrigens ist alles eitel.“67 Das Werk ist in Form eines Dialogs zwischen dem aufklärerischen Verfechter des Guten, Wahren, Schönen (mit „Ich“ bezeichnet) und dem Verächter der sittlichen Werte geschrieben.
Geißler_Starke_1979a	http://www.wikidata.org/entity/Q1336786	Werk	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2986	mépris	Verächter	Leben soll mir dagegen Salomons Philosophie und Weisheit, gute Weine zu trinken, köstliche Speisen zu schlucken, hübsche Weiber zu besitzen, auf weichen Betten zu ruhen; übrigens ist alles eitel.“67 Das Werk ist in Form eines Dialogs zwischen dem aufklärerischen Verfechter des Guten, Wahren, Schönen (mit „Ich“ bezeichnet) und dem Verächter der sittlichen Werte geschrieben.
Geißler_Starke_1979a	http://www.wikidata.org/entity/Q1336786	Werk	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2998	morale	sittlichen Werte	Leben soll mir dagegen Salomons Philosophie und Weisheit, gute Weine zu trinken, köstliche Speisen zu schlucken, hübsche Weiber zu besitzen, auf weichen Betten zu ruhen; übrigens ist alles eitel.“67 Das Werk ist in Form eines Dialogs zwischen dem aufklärerischen Verfechter des Guten, Wahren, Schönen (mit „Ich“ bezeichnet) und dem Verächter der sittlichen Werte geschrieben.
