scholarly_work	subject_id	subject_snippet	property	object_id	object_label	object_snippet	snippet
Brockmeier_1981a	http://data.mimotext.uni-trier.de/entity/Q366	Fontenelle	http://data.mimotext.uni-trier.de/entity/P47			kulturellen Entwicklung	(Fontenelle und die Aufklärung, S. 34, 35) Die relativistische Beurteilung der kulturellen Entwicklung des Menschen ergänzt Fontenelle mit dem Buch Entretiens sur la pluralité des mondes (1686), indem er das anthropozentrische Weltbild außer Kraft setzt.
Brockmeier_1981a	http://data.mimotext.uni-trier.de/entity/Q98	Voltaire	http://data.mimotext.uni-trier.de/entity/P47			Bequemlichkeit	Diese sozialhistorische Verallgemeinerung, die ja nur solange gilt, als keine gegenteiligen Tatsachen ihr widersprechen, stützt Voltaire mit psychologischen Wesensmerkmalen des Menschen: Machttrieb, Drang nach Reichtum und Vergnügen, Neigung zur Bequemlichkeit.
Brockmeier_1981a	http://data.mimotext.uni-trier.de/entity/Q708	Montesquieu	http://data.mimotext.uni-trier.de/entity/P47			verfremdenden Perspektive	Montesquieu (1689-1755) hat diese Möglichkeiten voll genutzt, indem er die Beschreibung der französischen Zustände, Traditionen und Vorurteile einem vornehmen Reisenden aus dem Orient überträgt; er fügt dieser verfremdenden Perspektive eine zweite hinzu, indem auch der Perser sich von seiner eigenen kulturellen Tradition distanziert, sie in Frage stellt und einer philosophischen Prüfung unterzieht.
Brockmeier_1981a	http://data.mimotext.uni-trier.de/entity/Q708	Montesquieu	http://data.mimotext.uni-trier.de/entity/P47			verfremdende Darstellung	Mit welchem Geschick und Erfolg Montesquieu die verfremdende Darstellung der französischen Zustände handhabt, möchte ich an einem Abschnitt aus dem XXIV.
Brockmeier_1981a	http://data.mimotext.uni-trier.de/entity/Q708	Montesquieu	http://data.mimotext.uni-trier.de/entity/P47			kulturellen Kontextes	Harsin, in: Histoi économique et sociale, II, S. 276) Montesquieu überrascht und fasziniert den zeitgenössischen Leser nicht allein mit der ironisch gebrochenen Widerspiegelung des vertrauten kulturellen Kontextes.
Brockmeier_1981a	http://data.mimotext.uni-trier.de/entity/Q708	Montesquieu	http://data.mimotext.uni-trier.de/entity/P47			fremden Ländern	Mit der Evokation eines Serails verführt Montesquieu die Phantasie seiner Leser (ebd., III) und gewährt ihnen Einblick in das Naturrecht der individuel' len Freiheit: Roxane, eine der Lieblingsfrauen Usbeks, empört sich namens d^t »Gesetze der Natur« gegen den Despotismus des Harems, den sie kraft der »Unab' hängigkeit« ihres Geistes wenigstens für kurze Zeit in einen Ort der Freude und der Lust zu verwandeln gewagt hat (ebd., CLXI). Die Suche nach Wissen und Weisheit ir> fremden Ländern endet damit, daß das soziokulturelle System, dem der Reisende ursprünglich angehört, in Frage gestellt wird.
Brockmeier_1981a	http://data.mimotext.uni-trier.de/entity/Q842	Rousseaus	http://data.mimotext.uni-trier.de/entity/P47			Verstand	Die sensualistische Begründung des sozialkonforr*1^ Verhaltens wird allerdings in der zweiten Hälfte des Jahrhunderts von komplexe^ Darstellungen psychischer Motivationen oder der Interdependenz zwischen Tug«-’ und Verstand unterminiert — man denke an Rousseaus Julie ou la Nouvelle Hélo1 de Laclos’ Les Liaisons dangereuses, an de Sades Juliette.
Brockmeier_1981a	http://data.mimotext.uni-trier.de/entity/Q855	Sades	http://data.mimotext.uni-trier.de/entity/P47			Verstand	Die sensualistische Begründung des sozialkonforr*1^ Verhaltens wird allerdings in der zweiten Hälfte des Jahrhunderts von komplexe^ Darstellungen psychischer Motivationen oder der Interdependenz zwischen Tug«-’ und Verstand unterminiert — man denke an Rousseaus Julie ou la Nouvelle Hélo1 de Laclos’ Les Liaisons dangereuses, an de Sades Juliette.
Brockmeier_1981a	http://data.mimotext.uni-trier.de/entity/Q708	Montesquieu	http://data.mimotext.uni-trier.de/entity/P47			Fremdling	Einige Aspekte des städtischen Lebens unterzieht der Ich-Erzähler einer kritischen Betrachtung; der Autor verwendet hierzu ein ähnliches ästhetisches Verfahren wie Montesquieu: Der junge Mann vom Land bewegt sich wie ein Fremdling in der großen Stadt und kann sich also unbefangen über die neuen Eindrücke äußern.
Brockmeier_1981a	http://data.mimotext.uni-trier.de/entity/Q708	Montesquieus	http://data.mimotext.uni-trier.de/entity/P47			Weisheitssuche	Vision de Babouc (1748), Candide ou l’Optimisme (1759) Der vornehme Perser aus Montesquieus Briefroman ist aufgebrochen, »um mühevoll die Weisheit zu suchen« ; auch Candide und Babouc, die kritischen Reisenden der beiden philosophischen Erzählungen Voltaires, folgen diesem Ziel; allerdings sind sie nicht in die Vorurteile ihrer eigenen Kultur verstrickt - wie Usbek etwa in die Vorstellungswelt des orientalischen Despotismus. Candide und Babouc haben die Fähigkeit, mit ungetrübten Sinnen und unverdorbenem Verstand Wahrnehmungen zu sammeln und sich aus diesen ein selbständiges Urteil zu bilden. Sie behalten oder sie gewinnen Distanz zu sich selbst und zu ihrer Umwelt; sie sind oder sie werden skeptisch resignierte, desengagiert urteilende Betrachter des Weltgeschehens. Lettres per-sanes, CXLVII1, CLV).
Brockmeier_1981a	http://data.mimotext.uni-trier.de/entity/Q842	Rousseau	http://data.mimotext.uni-trier.de/entity/P47			Kultur	Der natürliche Mensch und die verdorbene Gesellschaft Berühmt geworden ist Rousseau durch den Discours über die Preisfrage der Akademie von Dijon: Si le rétablissement des sciences et des arts a contribue à épurer ^ moeurs (1750). Zunächst, so führt er aus, stellt sich die moderne Entwicklung der Wissenschaften und Künste, der neuzeitlichen Kultur als ein glanzvolles und großar-llges Schauspiel dar.
Brockmeier_1981a	http://data.mimotext.uni-trier.de/entity/Q842	Rousseau	http://data.mimotext.uni-trier.de/entity/P47			Kultur	Den falschen Weg der Menschheitsgeschichte und die Korruption der gegenwärtigen Gesellschaft liest Rousseau an dem Widerspruch zwischen einer hochentwickelten verfeinerten Kultur (»politesse«, »goût délicat«, »bienséance«) und der Heimtücke, dem Haß, der Furcht und der Gefühlskälte ab, die sich unter dem trügerischen Schein der feinen Bildung verbergen.
Brockmeier_1981a	http://data.mimotext.uni-trier.de/entity/Q842	Rousseau	http://data.mimotext.uni-trier.de/entity/P47			Kultur	Rousseau faßt hingegen die gesamten Errungenschaften der Kultur, die andere Aufklärer als Instrumente der Befreiung und Erziehung des Menschengeschlechtes angespriesen haben, als betrügerischen Schein auf: Sie dienten dem angenehmen Zeitvertreib, mit dem die Unterdrückten über ihre Unfreiheit hinweggetäuscht und die Sitten korrumpiert werden; das Gemeinwesen werde mit ihrer Hilfe in unmündigem Müßiggang, im Zustand politischer Handlungsunfähigkeit gehalten.
Schlüter_2014a	http://data.mimotext.uni-trier.de/entity/Q98	Voltaire	http://data.mimotext.uni-trier.de/entity/P47	http://data.mimotext.uni-trier.de/entity/Q3275		englischen Politik und Kultur	Zwischen 1726 und 1728 hält Voltaire sich in England auf, wo sich ihm die Vorzüge der konstitutionellen Monarchie, der englische Empirismus, die Theorien Newtons wie die Dramen Shakespeares offenbaren. 1734 erscheinen ohne Druckerlaubnis seine Lettres philosophiques, in denen er die französischen Leser mit den mannigfachen Vorzügen der englischen Politik und Kultur, vor allem der Praxis weitgehender religiöser Toleranz vertraut macht (1733 unter dem Titel Lettres anglaises in London erschienen).
Schlüter_2014a	http://data.mimotext.uni-trier.de/entity/Q685	Merciers	http://data.mimotext.uni-trier.de/entity/P47	http://data.mimotext.uni-trier.de/entity/Q3521		Paris-Literatur	Jh.s vorweg, Merciers Tableau de Paris (1781-1788; Fortsetzung 1799/1800), ergänzt durch Retif de La Bretonnes Les nuits de Paris ou Le spectateur nocturne (ab 1788), ist ein Vorläufer der Paris-Literatur, die im 19.
Schlüter_2014a	http://data.mimotext.uni-trier.de/entity/Q2272	Les nuits de Paris ou Le spectateur nocturne	http://data.mimotext.uni-trier.de/entity/P36	http://data.mimotext.uni-trier.de/entity/Q3521		Paris-Literatur	Jh.s vorweg, Merciers Tableau de Paris (1781-1788; Fortsetzung 1799/1800), ergänzt durch Retif de La Bretonnes Les nuits de Paris ou Le spectateur nocturne (ab 1788), ist ein Vorläufer der Paris-Literatur, die im 19.
Schlüter_2014a	http://data.mimotext.uni-trier.de/entity/Q850	Retif de La Bretonnes	http://data.mimotext.uni-trier.de/entity/P47	http://data.mimotext.uni-trier.de/entity/Q3521		Paris-Literatur	Jh.s vorweg, Merciers Tableau de Paris (1781-1788; Fortsetzung 1799/1800), ergänzt durch Retif de La Bretonnes Les nuits de Paris ou Le spectateur nocturne (ab 1788), ist ein Vorläufer der Paris-Literatur, die im 19.
Schlüter_2014b	http://data.mimotext.uni-trier.de/entity/Q306	Diderot	http://data.mimotext.uni-trier.de/entity/P47			Sinneswahrnehmung	In diesem anthropologisch-physiologischen Zusammenhang (Diderot, Elements de Physiologie, 1774) wird der Sinnesapparat des Menschen in seiner welterschließenden Funktion (vgl. das traditionsreiche Statuengleichnis bei Diderot und in Condillacs Traite des sensa-tions, 1754) ebenso thematisiert wie das Potenzial der Sinneswahrnehmung und deren mögliche Defizite (Spekulation über mögliche weitere als die fünf Sinne des Menschen, Untersuchungen an Blinden und Taubstummen), die Hierarchie der Sinne wie auch Traum und Wahnsinn als alternative Formen der Welterschließung.
Schlüter_2014b	http://data.mimotext.uni-trier.de/entity/Q842	Rousseau	http://data.mimotext.uni-trier.de/entity/P47			destruktiver Prozess	In der natürlichen >pitie< des Menschen wurzelt Rousseau zufolge seine Fähigkeit und Bereitschaft zur Vergesellschaftung, und seine >perfectibilite< ermögliche die geschichtliche Menschwerdung und den Fortschritt. Mit der Selbstkonstituierung der Menschheit, mit dem Entstehen von Sprache, Moral, Religiosität, Institutionen und Staatlichkeit beginne aber zugleich ein verhängnisvoller destruktiver Prozess, der den Menschen langfristig förmlich zum Tyrannen seiner selbst und der Natur mache.
Schlüter_2014b	http://data.mimotext.uni-trier.de/entity/Q842	Rousseaus	http://data.mimotext.uni-trier.de/entity/P47			Gewissens	In Rousseaus Religion und Ethik spielt die Instanz des Gewissens als eines >inneren Gerichtshofs< eine herausragende Rolle.
Schlüter_2014c	http://data.mimotext.uni-trier.de/entity/Q910	Madame de Staels	http://data.mimotext.uni-trier.de/entity/P47			Literaturtheorie	In der Literaturgeschichtsschreibung und Literaturtheorie des letzten Jahrzehnts des 18. Jh.s, insbesondere in La Harpes Kompendium Lycee (1798/1799-1805) und Madame de Staels De la litterature consideree dans ses rapports avec les institutions sociales (1800), zeigt sich einerseits eine Gelehrsamkeit älteren Typs, verbunden mit klassizistischen Optionen und einem anachronistischen Begriff von Literatur, bei Stael andererseits aber auch eine innovative, soziologische und komparatistische Literaturästhetik.
Haas_1902a	http://data.mimotext.uni-trier.de/entity/Q306	Diderot	http://data.mimotext.uni-trier.de/entity/P47			Verstandes	Trotz dieser richtigen Einsicht hat Diderot sich niemals zu dem Standpunkt der Kunst als Selbstzweck emporheben können; wie das Ethische sich bei Diderot auf das Intellektuelle reduziert, so ist eben auch bei ihm das ästhetische Geniessen Sache des Verstandes.10) Für Diderot beruht das Schöne nicht in der durch ein Kunstwerk ausgelösten Empfindung oder Stimmung, sondern die Lustempfindung beruht ausschliesslich in den durch das Kunstwerk ausgelösten Ideen.
Haas_1902a	http://data.mimotext.uni-trier.de/entity/Q306	Diderot	http://data.mimotext.uni-trier.de/entity/P47			Verstandesthätigkeit	Für Diderot ist der Fortschritt der Civilisation gekennzeichnet durch den Grad der Einsicht, durch die Verstandesthätigkeit; nur das entendement, das Intellekt ist das Wertvolle im Menschen.
Haas_1902a	http://data.mimotext.uni-trier.de/entity/Q306	Diderots	http://data.mimotext.uni-trier.de/entity/P47			Verstandes	Wie Diderots Begriff des Schönen und Guten nur auf dem Verstände beruht, so achtet er im Menschen nur die Thätigkeit des Verstandes, und der Fortschritt in der Entwicklung des Menschen beruht auf der Beherrschung, auf dem Zurückdrängen des Gefühls, des tierischen Elements in der Menschenseele.
Hülk_2006a	http://data.mimotext.uni-trier.de/entity/Q1429	Julies	http://data.mimotext.uni-trier.de/entity/P36			Schweizer Berge	Die Intensität aber dieser ganz und gar zeichenhaften, in die Schrift transpo- nierten Liebe ebenso wie Julies Leben zum Tode hin werden gesteigert in der Wahrnehmung und durch die Wirkungsmacht jener Landschaft, als deren Erfinder' Rousseau gelten kann, einer Landschaft, die biographischer Ausgangs- und Bezugspunkt mehrerer seiner Schriften ist und die hier Eingang gefunden hat in den Titel des Textes: Lettres de deu amans habitans d 'une petite ville au pied des Alpes.
Hülk_2006a	http://data.mimotext.uni-trier.de/entity/Q1429	Julie	http://data.mimotext.uni-trier.de/entity/P36			Genfer Sees	Julie de Wolmar nämlich, die mit ihrem Mann eine gute Ehe führt. ist mittlerweile Mutter von drei Kindern und lebt mit ihrer Familie und einer  178 Walburga Hülk gerecht geführten, mithin zufriedenen und treuen Dienerschaft, still und fern der Stadt, in Clarens am Ufer des Genfer Sees.
Hülk_2006a	http://data.mimotext.uni-trier.de/entity/Q1429	Julie	http://data.mimotext.uni-trier.de/entity/P36			Genfer See	Saint-Preux schildert kurz nach dem Gartenspaziergang
Hülk_2006a	http://data.mimotext.uni-trier.de/entity/Q842	Jean-Jacques Rousseau	http://data.mimotext.uni-trier.de/entity/P47			Schweizer Berge	Es sind die Schweizer Berge, die der Genfer Bürger und politisch Verfolgte Jean- Jacques Rousseau sich erwandert, erträumt und geformt hat als utopische Gegenwelt der von ihm verhaßten Zivilisation, welche er verantwortlich macht für das Unglück seines eigenen Lebens und das der von Natur aus guten Menschheit.
Mahrenholtz_1889a	http://data.mimotext.uni-trier.de/entity/Q306	Diderot	http://data.mimotext.uni-trier.de/entity/P47			Litteratur	Bedeutungsvoller ward Diderot für ihn. Den religiösen Skeptizismus neben politischem Indifferentismus, die naturwissenschaftliche Grundrichtung alles Philosophierens, das Verständnis für die Umwandlung der überlebten klassischen Tragödie und Komödie Frankreichs in die Tragisches mit Komischem vermischende „bürgerliche Tragödie“, deren Hauptschöpfer Diderot selbst war, die gerechte Würdigung der englischen Litteratur des XVIII.
Mahrenholtz_1889a	http://data.mimotext.uni-trier.de/entity/Q306	Diderot	http://data.mimotext.uni-trier.de/entity/P47	http://data.mimotext.uni-trier.de/entity/Q3275		englischen Litteratur	Bedeutungsvoller ward Diderot für ihn. Den religiösen Skeptizismus neben politischem Indifferentismus, die naturwissenschaftliche Grundrichtung alles Philosophierens, das Verständnis für die Umwandlung der überlebten klassischen Tragödie und Komödie Frankreichs in die Tragisches mit Komischem vermischende „bürgerliche Tragödie“, deren Hauptschöpfer Diderot selbst war, die gerechte Würdigung der englischen Litteratur des XVIII.
Rieger_2006a	http://data.mimotext.uni-trier.de/entity/Q1022	Candide	http://data.mimotext.uni-trier.de/entity/P36			Eldorado	Vielleicht hängt damit die Tatsache zusammen
Rieger_2006a	http://data.mimotext.uni-trier.de/entity/Q98	Voltaire	http://data.mimotext.uni-trier.de/entity/P47			Eldorado	Vielleicht hängt damit die Tatsache zusammen, daß die “großen” Aufklärer mit Ausnahme von Diderot (Supplément au voyage de Bougainville) die Utopie kaum gepflegt und sie allenfalls zuweilen in ihre Werke inkorporiert haben, wie Montesquieu die historische Gesellschaftstheorie der “Histoire des Troglodytes” in die Lettres persanes von 1721 (Briefe XI-XIV) oder Voltaire die im Kontext der Erzählung fragwürdige Utopie von Eldorado in seinem Candide von 1759 (Kap.
Rieger_2006a	http://data.mimotext.uni-trier.de/entity/Q708	Montesquieus	http://data.mimotext.uni-trier.de/entity/P47			Fremden	Der Romanautor als Kenner der menschlichen Natur kann zu diesem harmonisierten Glück beitragen, indem er im Bildungsroman das Verhältnis des höchst individualisierten und dennoch exemplarischen und zur Identifikation tauglichen Ich zur Gesellschaft auf allen sozialen und psychologischen Ebenen in seiner Komplexität auslotet Die vier bedeutendsten Romanautoren der Frühaufklärung stehen für wichtige Phänomene des Romans der ersten Jahrhunderthälfte: die Thematik des sozialen Aufstiegs und des Zufalls in einer modifizierten pikaresken Romanstruktur und zum Teil in der Tradition des komischen Realismus insbesondere bei Lesage (Histoire de Gil Blas de Santillane, 1715-35) und Marivaux (Le Paysan parvenu, 1734-35); bei diesen auch die zeitsatirische, zum Teil moralistische Verve und vor allem die Erzählung aus der Ich-Perspektive (vgl. auch Marivaux’ La vie de Marianne, 1731-41); die besonderen Fortschritte in der Psychologisierung der Protagonisten, vor allem in der Vie de Marianne, in der dem “double registre” eine herausragende Rolle zufällt, und in Prevosts Véritable histoire du Chevalier des Grieux et de Manon Lescaut (1731), die durch die deutlichen Bezüge zur zeitgenössischen Realität (Verdinglichung der Lebens- und Liebesbeziehungen, Macht des Zufalls und des Geldes, Standesgrenzen, Korrektur des rationalistischen Optimismus, Kehrseite der individualistischen Befreiung aus normativen moralischen Bindungen) so etwas wie einen wichtigen Aspekt der “Dialektik der Aufklärung” antizipiert und deren im Kontext der Mémoires d’un homme de qualité begründete Ich-Form den extrem subjektiven Charakter der Lebensbeichte manifest werden läßt; schließlich die Form des Briefromans in Montesquieus Lettres persanes von 1721 (dem Autor zufolge “une espèce de roman”) mit ihrer doppelten Realitätssatire, bei der die Infragestellung des Eigenen mit Hilfe des damit kontrastierenden Fremden ergänzt wird durch die Relativierung auch des Fremden.
Geißler_1979a	http://data.mimotext.uni-trier.de/entity/Q98	Voltaire	http://data.mimotext.uni-trier.de/entity/P47			Selbstverständigung	Daß dabei besonders in den ersten Contes das Moment der Selbstverständigung für Voltaire eine Rolle spielte, wurde bereits erwähnt, ebenso wie die Tatsache, daß die Contes in den angeschlagenen Themen und ihrem Aussagegehalt deutlich den aufklärerischen Entwicklungsstufen Voltaires folgten.
Geißler_1979a	http://data.mimotext.uni-trier.de/entity/Q98	Voltaires	http://data.mimotext.uni-trier.de/entity/P47			Verschwendungssucht	Voltaires Contes fügen sich somit organisch in seinen weltanschaulichen Entwicklungsprozeß ein. Damit erhebt sich zugleich die Frage, wie er denn sein weltanschauliches Anliegen mit den an die Contes zu stellenden literarisch-ästhetischen Anforderungen zu verbinden vermochte. Mußte diese vordringlich ideologisch-didaktische Funktion seiner Contes nicht zwangsläufig deren literarischen Wert mindern oder überhaupt in Frage stellen? Faßt man die Handlung der verschiedenen Contes philosophiques ins Auge, die Fülle von unglaublichen Abenteuern und phantastischen Geschehnissen, die zahlreichen Zutaten aus orientalischen Märchen und der europäischen Feenwelt, so scheint der Abbildcharakter dieser Literatur zunächst in Frage gestellt. Bei einer aufmerksameren Betrachtung bietet sich jedoch ein weit anderes Bild. Sieht man von der willkürlichen, dennoch einer bestimmten Absicht entsprechenden Verknüpfung der Geschehnisse ab, bemüht man sich, den Schleier der phantastisch-exotischen Verhüllung zu zerreißen, so präsentieren die Contes dem Leser mit einemmal eine Fülle von zutiefst realistischen Details und Episodenschilderungen, wie sie in ihrer prägnanten Deutlichkeit und Schärfe kaum zu übertreffen sind. So werden an zahlreichen Stellen, angefangen von Le monde comme il va bis zu Candide, das Thema des Krieges aufgegriffen, die divergierenden Interessen der Herrschenden als dessen Entstehungsursachen aufgezeigt und die schrecklichen Konsequenzen des Krieges für die betroffenen Menschen in aufrüttelnden Schilderungen angeprangert, die leider bis heute nichts an Aktualität eingebüßt haben. Hierzu ein Beispiel aus Candide, wo der Held eben eine furchtbare Schlacht überlebt hat: „(Candide) stieg über Berge von Toten und Sterbenden und erreichte zunächst ein benachbartes Dorf, das in Schutt und Asche lag... Hier sahen über und über mit Wunden bedeckte Greise zu, wie ihre Frauen erwürgt wurden und noch im Sterben ihre Kinder an die blutenden Brüste preßten. Dort hauchten Mädchen mit aufgeschlitzten Bäuchen ihre letzten Seufzer aus, nachdem einige Helden ihre natürlichen Bedürfnisse an ihnen befriedigt hatten. „Da ich damals weder Getreide noch Bohnen, noch Geld hatte [um die Kriegssteuer zu bezahlen]“, berichtet der Mann mit den 40 Talern, „ließ mich die gesetzgebende und ausführende Gewalt ins Gefängnis werfen, und der Krieg wurde, so gut es ging, weitergeführt
