subject_id	subject_snippet	property	object_id	object_label	object_snippet	snippet	
https://data.mimotext.uni-trier.de/entity/Q306	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3087	sentimentalisme	Empfindsamkeit	Tieck und auch in wesentlich knapperer Form hatte Denis Diderot die Relativität von Empfindsamkeit und Libertinage in einer Erzählung verdeutlicht: es handelt sich um die berühmte Geschichte der Marquise de la Pommeraye, die als einzige halbwegs zusammenhängende eingeschobene Erzählung in Jacques Je fataliste (entstanden ab 1771, teilweise veröffentlicht ab 1778) publiziert ^rde.	 die als einzige halbwegs zusammenhängende eingeschobene Erzählung in Jacques Je fataliste (entstanden ab 1771
https://data.mimotext.uni-trier.de/entity/Q1088	Jacques Je fataliste	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3087	sentimentalisme	Empfindsamkeit	Tieck und auch in wesentlich knapperer Form hatte Denis Diderot die Relativität von Empfindsamkeit und Libertinage in einer Erzählung verdeutlicht: es handelt sich um die berühmte Geschichte der Marquise de la Pommeraye, die als einzige halbwegs zusammenhängende eingeschobene Erzählung in Jacques Je fataliste (entstanden ab 1771, teilweise veröffentlicht ab 1778) publiziert ^rde.	 die als einzige halbwegs zusammenhängende eingeschobene Erzählung in Jacques Je fataliste (entstanden ab 1771
https://data.mimotext.uni-trier.de/entity/Q306	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2969	libertinage	Libertinage	Tieck und auch in wesentlich knapperer Form hatte Denis Diderot die Relativität von Empfindsamkeit und Libertinage in einer Erzählung verdeutlicht: es handelt sich um die berühmte Geschichte der Marquise de la Pommeraye, die als einzige halbwegs zusammenhängende eingeschobene Erzählung in Jacques Je fataliste (entstanden ab 1771, teilweise veröffentlicht ab 1778) publiziert ^rde.	 die als einzige halbwegs zusammenhängende eingeschobene Erzählung in Jacques Je fataliste (entstanden ab 1771
https://data.mimotext.uni-trier.de/entity/Q1088	Jacques Je fataliste	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2969	libertinage	Libertinage	Tieck und auch in wesentlich knapperer Form hatte Denis Diderot die Relativität von Empfindsamkeit und Libertinage in einer Erzählung verdeutlicht: es handelt sich um die berühmte Geschichte der Marquise de la Pommeraye, die als einzige halbwegs zusammenhängende eingeschobene Erzählung in Jacques Je fataliste (entstanden ab 1771, teilweise veröffentlicht ab 1778) publiziert ^rde.	 die als einzige halbwegs zusammenhängende eingeschobene Erzählung in Jacques Je fataliste (entstanden ab 1771
https://data.mimotext.uni-trier.de/entity/Q306	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3064	relation amoureuse	Liebeskampf	Tieck und auch in wesentlich knapperer Form hatte Denis Diderot die Relativität von Empfindsamkeit und Libertinage in einer Erzählung verdeutlicht: es handelt sich um die berühmte Geschichte der Marquise de la Pommeraye, die als einzige halbwegs zusammenhängende eingeschobene Erzählung in Jacques Je fataliste (entstanden ab 1771, teilweise veröffentlicht ab 1778) publiziert ^rde. Der Liebeskampf zwischen Mme de la Pommeraye und dem Marquis des Arcis ist in mehrfacher Hinsicht bemerkenswert.	 die als einzige halbwegs zusammenhängende eingeschobene Erzählung in Jacques Je fataliste (entstanden ab 1771
https://data.mimotext.uni-trier.de/entity/Q1088	Jacques Je fataliste	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q3064	relation amoureuse	Liebeskampf	Tieck und auch in wesentlich knapperer Form hatte Denis Diderot die Relativität von Empfindsamkeit und Libertinage in einer Erzählung verdeutlicht: es handelt sich um die berühmte Geschichte der Marquise de la Pommeraye, die als einzige halbwegs zusammenhängende eingeschobene Erzählung in Jacques Je fataliste (entstanden ab 1771, teilweise veröffentlicht ab 1778) publiziert ^rde. Der Liebeskampf zwischen Mme de la Pommeraye und dem Marquis des Arcis ist in mehrfacher Hinsicht bemerkenswert.	 die als einzige halbwegs zusammenhängende eingeschobene Erzählung in Jacques Je fataliste (entstanden ab 1771
https://data.mimotext.uni-trier.de/entity/Q306	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3118	vengeance	rächende Planung	Aber Diderot macht einen weiteren, unvorhersehbaren Schritt, eine erneute Kehrtwendung, die auch die rächende Planung der Marquise zerstört.	 unvorhersehbaren Schritt
https://data.mimotext.uni-trier.de/entity/Q1088	Jacques le fataiiste	http://zora.uni-trier.de:11000/entity/P25	http://data.mimotext.uni-trier.de/entity/Q2953	ironie	Ironisierung	Eine doppelte Ironisierung also, die in der Tat dem dramatischen, rührseligen Klischee widerspricht. Le Maitre weist die Wirtin, welche die Geschichte in Jacques le fataiiste zum besten gegeben hatte, deshalb zurecht 62: Si vous vou/iez que cette jeune fille intiressat, il fallait lui donner de la franchise, et nous la montrer victime innocente et forcee de samere et de La Pommeraye, il fallait que /es traitements /es plus cruels f entralnassent, malgri qu' eile en eflt, a concourir a une suite de forfaits continus pendant une année; il fallait préparer ainsi le raccomodement de cette femme avec son mari.	 die in der Tat dem dramatischen
https://data.mimotext.uni-trier.de/entity/Q306	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q2969	libertinage	Libertinage	Zu einem Zeitpunkt, als die berühmtesten Werke, deren Thema gerade der unversöhnliche Konflikt zwischen Libertinage und Empfindsamkeit ist, zum Teil noch nicht erschienen waren, sieht Diderot die Begrenztheit sich absolut setzender Systeme.	 als die berühmtesten Werke
https://data.mimotext.uni-trier.de/entity/Q306	Diderot	http://zora.uni-trier.de:11000/entity/P22	http://data.mimotext.uni-trier.de/entity/Q3087	sentimentalisme	Empfindsamkeit	Zu einem Zeitpunkt, als die berühmtesten Werke, deren Thema gerade der unversöhnliche Konflikt zwischen Libertinage und Empfindsamkeit ist, zum Teil noch nicht erschienen waren, sieht Diderot die Begrenztheit sich absolut setzender Systeme.	 als die berühmtesten Werke
