subject_id	subject_snippet	property	object_id	object_label	object_snippet	snippet	
https://data.mimotext.uni-trier.de/entity/Q981	Voltaire	P46	http://data.mimotext.uni-trier.de/entity/Q3018	orientalisme	Nahen Osten	Obschon Voltaire der klassischen Dramaturgie formal verhaftet bleibt, gehen von ihm entscheidende Impulse für eine Auflösung des starren Regelkorsetts aus: Indem er neben antiken Stoffen auch neue Stoffkreise für seine philosophischen Tragödien fruchtbar macht - vor allem die nationale Geschichte („Zaire“, 1732; „Adélaïde du Gues-clin“, 1734) und außereuropäische Stoffe -und damit zugleich als exotisch geltende Handlungsorte für salonfähig erklärt - etwa Peru („Alzire“, 1736), den Nahen Osten („Le fanatisme ou Mahomet le prophète“, 1741) und China („L’orphelin de la Chine“, 1755) - überwindet er die doctrine classique bereits thematisch.	
https://data.mimotext.uni-trier.de/entity/Q981	Voltaire	P46	http://data.mimotext.uni-trier.de/entity/Q3326	Chine	China	Obschon Voltaire der klassischen Dramaturgie formal verhaftet bleibt, gehen von ihm entscheidende Impulse für eine Auflösung des starren Regelkorsetts aus: Indem er neben antiken Stoffen auch neue Stoffkreise für seine philosophischen Tragödien fruchtbar macht - vor allem die nationale Geschichte („Zaire“, 1732; „Adélaïde du Gues-clin“, 1734) und außereuropäische Stoffe -und damit zugleich als exotisch geltende Handlungsorte für salonfähig erklärt - etwa Peru („Alzire“, 1736), den Nahen Osten („Le fanatisme ou Mahomet le prophète“, 1741) und China („L’orphelin de la Chine“, 1755) - überwindet er die doctrine classique bereits thematisch.	
https://data.mimotext.uni-trier.de/entity/Q699	Moliè-rcs	P46	http://data.mimotext.uni-trier.de/entity/Q2830	comédie	Komödie	Auch die Komödie nach dem Vorbild Moliè-rcs erfährt durch die psychologischen Liebeskomödien Marivaux’ und die comédie larmoyante Nivelle de la Chaussées einen deutlichen Niedergang, ist doch das Lachen zugunsten von sensibilité und attendrissement in Diskredit geraten.	
https://data.mimotext.uni-trier.de/entity/Q708	Montesquieus	P46	http://data.mimotext.uni-trier.de/entity/Q2850	critique sociale	Gesellschaftskritik	Meist im bürgerlichen Milieu angesiedelt und damit stark realitätsbezogen, weist der Roman sowohl formal als auch thematisch die größte Distanz zu den literaturtheoretischen Idealen der französischen Klassik auf: Als Spiegel bürgerlichen Selbstbewußtseins dient er der Gesellschaftskritik, die aus der subjektiven Perspektive bürgerlicher Frauen in Challes „Les illustres Françaises“ (1713), der ausländischen Reisenden in Montesquieus „Lettres persanes“ (1721) oder des Emporkömmlings Jacob in Marivaux’ „Paysan parvenu“ (1734-35) erfolgt.	
https://data.mimotext.uni-trier.de/entity/Q708	Montesquieus	P46	http://data.mimotext.uni-trier.de/entity/Q3126	voyage	Reisenden	Meist im bürgerlichen Milieu angesiedelt und damit stark realitätsbezogen, weist der Roman sowohl formal als auch thematisch die größte Distanz zu den literaturtheoretischen Idealen der französischen Klassik auf: Als Spiegel bürgerlichen Selbstbewußtseins dient er der Gesellschaftskritik, die aus der subjektiven Perspektive bürgerlicher Frauen in Challes „Les illustres Françaises“ (1713), der ausländischen Reisenden in Montesquieus „Lettres persanes“ (1721) oder des Emporkömmlings Jacob in Marivaux’ „Paysan parvenu“ (1734-35) erfolgt.	
https://data.mimotext.uni-trier.de/entity/Q306	Diderots	P46	http://data.mimotext.uni-trier.de/entity/Q3038	peuple	bürgerliches Drama	Die bürgerliche Ästhetik und der tournant des Lumières in der zweiten Jahrhunderthälfte Mit den Bemühungen Diderots, Merciers und Beaumarchais’ um ein bürgerliches Drama erlebt die klassische Dramaturgie in der zweiten Jahrhunderthälfte ihre endgültige Infragestellung.	
https://data.mimotext.uni-trier.de/entity/Q685	Merciers	P46	http://data.mimotext.uni-trier.de/entity/Q3038	peuple	bürgerliches Drama	Die bürgerliche Ästhetik und der tournant des Lumières in der zweiten Jahrhunderthälfte Mit den Bemühungen Diderots, Merciers und Beaumarchais’ um ein bürgerliches Drama erlebt die klassische Dramaturgie in der zweiten Jahrhunderthälfte ihre endgültige Infragestellung.	
https://data.mimotext.uni-trier.de/entity/Q306	Diderots	P46	http://data.mimotext.uni-trier.de/entity/Q2873	drame	Drama	Die bürgerliche Ästhetik und der tournant des Lumières in der zweiten Jahrhunderthälfte Mit den Bemühungen Diderots, Merciers und Beaumarchais’ um ein bürgerliches Drama erlebt die klassische Dramaturgie in der zweiten Jahrhunderthälfte ihre endgültige Infragestellung.	
https://data.mimotext.uni-trier.de/entity/Q685	Merciers	P46	http://data.mimotext.uni-trier.de/entity/Q2873	drame	Drama	Die bürgerliche Ästhetik und der tournant des Lumières in der zweiten Jahrhunderthälfte Mit den Bemühungen Diderots, Merciers und Beaumarchais’ um ein bürgerliches Drama erlebt die klassische Dramaturgie in der zweiten Jahrhunderthälfte ihre endgültige Infragestellung.	
https://data.mimotext.uni-trier.de/entity/Q306	Diderot	P46	http://data.mimotext.uni-trier.de/entity/Q3038	peuple	Bürgertunis	Dem Aufstieg des Bürgertunis Rechnung tragend, ist Diderot der erste, der diese Gesellschaftsschicht zum Protagonisten der Tragödie erhebt: In den dramentheoretischen „Entretiens sur Le fils naturel“ (1757) und dem erwähnten „Discours sur la poésie dramatique“ (1758) definiert Diderot das in Prosa abgefaßte „genre sérieux“, dessen „intrigue simple, domestique, et voisine de la vie-réelle“ nicht mehr Könige und Helden der Antike oder der Mythologie zeigt, sondern den „père de famille“, den „commerçant“ oder den „citoyen“.	
https://data.mimotext.uni-trier.de/entity/Q2328	Entretiens sur Le fils naturel	P36	http://data.mimotext.uni-trier.de/entity/Q3038	peuple	Bürgertunis	Dem Aufstieg des Bürgertunis Rechnung tragend, ist Diderot der erste, der diese Gesellschaftsschicht zum Protagonisten der Tragödie erhebt: In den dramentheoretischen „Entretiens sur Le fils naturel“ (1757) und dem erwähnten „Discours sur la poésie dramatique“ (1758) definiert Diderot das in Prosa abgefaßte „genre sérieux“, dessen „intrigue simple, domestique, et voisine de la vie-réelle“ nicht mehr Könige und Helden der Antike oder der Mythologie zeigt, sondern den „père de famille“, den „commerçant“ oder den „citoyen“.	
https://data.mimotext.uni-trier.de/entity/Q685	Mercier	P46	http://data.mimotext.uni-trier.de/entity/Q2850	critique sociale	sozialkritische und politische Funktion	Den letzten und radikalsten Sehritt dieses Ab-lösungsprozesses vom Regelkanon der doctrine classique vollzieht Mercier mit seinem Essay „Du théâtre ou Nouvel essai sur l’art dramatique“ (1773); ihm geht cs im Kontext der Aufklärung insbesondere um die sozialkritische und politische Funktion des Theaters, das sich von allen Konventionen der klassischen Dramaturgie lösen muß.	
https://data.mimotext.uni-trier.de/entity/Q685	Mercier	P46	http://data.mimotext.uni-trier.de/entity/Q3048	politique	politische Funktion	Den letzten und radikalsten Sehritt dieses Ab-lösungsprozesses vom Regelkanon der doctrine classique vollzieht Mercier mit seinem Essay „Du théâtre ou Nouvel essai sur l’art dramatique“ (1773); ihm geht cs im Kontext der Aufklärung insbesondere um die sozialkritische und politische Funktion des Theaters, das sich von allen Konventionen der klassischen Dramaturgie lösen muß.	
https://data.mimotext.uni-trier.de/entity/Q685	Mercier	P46	http://data.mimotext.uni-trier.de/entity/Q3155	théâtre	Theaters	Den letzten und radikalsten Sehritt dieses Ab-lösungsprozesses vom Regelkanon der doctrine classique vollzieht Mercier mit seinem Essay „Du théâtre ou Nouvel essai sur l’art dramatique“ (1773); ihm geht cs im Kontext der Aufklärung insbesondere um die sozialkritische und politische Funktion des Theaters, das sich von allen Konventionen der klassischen Dramaturgie lösen muß.	
https://data.mimotext.uni-trier.de/entity/Q842	Rousseau	P46	http://data.mimotext.uni-trier.de/entity/Q3051	préjugé	Vorurteile	Der Kampf gegen Vorurteile und Intoleranz im Namen der raison einerseits und die Aufwertung des sentiment andererseits sind die Koordinaten des Romans der zweiten Jahrhunderthälfte, die Rousseau bereits 1761 mit .Julie ou La nouvelle Héloïse” zugunsten eines culte du moi verschiebt.	
https://data.mimotext.uni-trier.de/entity/Q842	Rousseau	P46	http://data.mimotext.uni-trier.de/entity/Q3104	tolérance	Intoleranz	Der Kampf gegen Vorurteile und Intoleranz im Namen der raison einerseits und die Aufwertung des sentiment andererseits sind die Koordinaten des Romans der zweiten Jahrhunderthälfte, die Rousseau bereits 1761 mit .Julie ou La nouvelle Héloïse” zugunsten eines culte du moi verschiebt.	
https://data.mimotext.uni-trier.de/entity/Q842	Rousseau	P46	http://data.mimotext.uni-trier.de/entity/Q3086	sentiment	Gefühls	Diese Aufwertung des Gefühls gegenüber dem Rationalismus der Aufklärung, die insbesondere die von Rousseau begründete Autobiographie widerspiegelt („Confessions”, zwischen 1765 und 1770 verfaßt, 1782 und 1789 publiziert), markiert den Beginn jener als tournant des Lumières bezeichneten Phase zwischen 1770 und 1820/1830, die den Bruch mit den poctologischen Konzepten des 17.	
https://data.mimotext.uni-trier.de/entity/Q842	Rousseau	P46	http://data.mimotext.uni-trier.de/entity/Q2791	autobiographie	Autobiographie	Diese Aufwertung des Gefühls gegenüber dem Rationalismus der Aufklärung, die insbesondere die von Rousseau begründete Autobiographie widerspiegelt („Confessions”, zwischen 1765 und 1770 verfaßt, 1782 und 1789 publiziert), markiert den Beginn jener als tournant des Lumières bezeichneten Phase zwischen 1770 und 1820/1830, die den Bruch mit den poctologischen Konzepten des 17.	
https://data.mimotext.uni-trier.de/entity/Q981	Voltaires	P46	http://data.mimotext.uni-trier.de/entity/Q2998	morale	moralisch-didaktischen Intention	Der aufklärerischen und moralisch-didaktischen Intention entsprechen auch die contes philosophiques Voltaires, die contes moraux Marmontels und die Dialogerzählungen Di-derots, die jeweils fundamentale Neuerungen im Literatursystem der Aufklärung darstellen.	
https://data.mimotext.uni-trier.de/entity/Q306	Di-derots	P46	http://data.mimotext.uni-trier.de/entity/Q2998	morale	moralisch-didaktischen Intention	Der aufklärerischen und moralisch-didaktischen Intention entsprechen auch die contes philosophiques Voltaires, die contes moraux Marmontels und die Dialogerzählungen Di-derots, die jeweils fundamentale Neuerungen im Literatursystem der Aufklärung darstellen.	
https://data.mimotext.uni-trier.de/entity/Q920	Sénac de Meil-han	P46	http://data.mimotext.uni-trier.de/entity/Q2917	fuite	Emigrantenroman	Thematisch finden die Erlebnisse der Revolution dagegen im Emigrantenroman ihren Ausdruck, den Sénac de Meil-han mit „L'émigré” 1797 begründet.	
https://data.mimotext.uni-trier.de/entity/Q1027	Emile	P36	http://data.mimotext.uni-trier.de/entity/Q2998	morale	moralische Urteilsinstanz	Diese Position vertritt auch Rousseau, der in „Emile ou De l'éducation” (1762) den Geschmack als fundamentale moralische Urteilsinstanz definiert und das Geschmacksurteil als Folge von Erfahrungsaustausch und gesellschaftlicher Prägung betrachtet. 1787 schließlich beschäftigt sich Marmontel in seinem „Essai sur le goüt“ nochmals ausführlich mit dem Gcschmacksbegriff, den er in historischer Perspektivierung von der Antike bis zu Voltaire behandelt, dessen Werk ihm als Inbegriff des guten Geschmacks gilt.	 der in „Emile ou De l'éducation” (1762) den Geschmack als fundamentale moralische Urteilsinstanz definiert und das Geschmacksurteil als Folge von Erfahrungsaustausch und gesellschaftlicher Prägung betrachtet. 1787 schließlich beschäftigt sich Marmontel in seinem „Essai sur le goüt“ nochmals ausführlich mit dem Gcschmacksbegriff
https://data.mimotext.uni-trier.de/entity/Q1027	Emile	P36	http://data.mimotext.uni-trier.de/entity/Q2925	goût	Geschmacksurteil	Diese Position vertritt auch Rousseau, der in „Emile ou De l'éducation” (1762) den Geschmack als fundamentale moralische Urteilsinstanz definiert und das Geschmacksurteil als Folge von Erfahrungsaustausch und gesellschaftlicher Prägung betrachtet. 1787 schließlich beschäftigt sich Marmontel in seinem „Essai sur le goüt“ nochmals ausführlich mit dem Gcschmacksbegriff, den er in historischer Perspektivierung von der Antike bis zu Voltaire behandelt, dessen Werk ihm als Inbegriff des guten Geschmacks gilt.	 der in „Emile ou De l'éducation” (1762) den Geschmack als fundamentale moralische Urteilsinstanz definiert und das Geschmacksurteil als Folge von Erfahrungsaustausch und gesellschaftlicher Prägung betrachtet. 1787 schließlich beschäftigt sich Marmontel in seinem „Essai sur le goüt“ nochmals ausführlich mit dem Gcschmacksbegriff
https://data.mimotext.uni-trier.de/entity/Q1429	Julie ou La nouvelle Héloïse	P36	http://data.mimotext.uni-trier.de/entity/Q3051	préjugé	Vorurteile	Der Kampf gegen Vorurteile und Intoleranz im Namen der raison einerseits und die Aufwertung des sentiment andererseits sind die Koordinaten des Romans der zweiten Jahrhunderthälfte, die Rousseau bereits 1761 mit .Julie ou La nouvelle Héloïse” zugunsten eines culte du moi verschiebt.	 die Rousseau bereits 1761 mit .Julie ou La nouvelle Héloïse” zugunsten eines culte du moi verschiebt.
https://data.mimotext.uni-trier.de/entity/Q1429	Julie ou La nouvelle Héloïse	P36	http://data.mimotext.uni-trier.de/entity/Q3104	tolérance	Intoleranz	Der Kampf gegen Vorurteile und Intoleranz im Namen der raison einerseits und die Aufwertung des sentiment andererseits sind die Koordinaten des Romans der zweiten Jahrhunderthälfte, die Rousseau bereits 1761 mit .Julie ou La nouvelle Héloïse” zugunsten eines culte du moi verschiebt.	 die Rousseau bereits 1761 mit .Julie ou La nouvelle Héloïse” zugunsten eines culte du moi verschiebt.
https://data.mimotext.uni-trier.de/entity/Q661	Marmontels	P46	http://data.mimotext.uni-trier.de/entity/Q2998	morale	moralisch-didaktischen Intention	Der aufklärerischen und moralisch-didaktischen Intention entsprechen auch die contes philosophiques Voltaires, die contes moraux Marmontels und die Dialogerzählungen Di-derots, die jeweils fundamentale Neuerungen im Literatursystem der Aufklärung darstellen.	 die contes moraux Marmontels und die Dialogerzählungen Di-derots
https://data.mimotext.uni-trier.de/entity/Q862	Saint-Lambert	P46	http://data.mimotext.uni-trier.de/entity/Q3005	nature	Natur- und elegischen Licbcsdichtung	Stattdessen machen sich präromantische Tendenzen in der Natur- und elegischen Licbcsdichtung von Saint-Lambert, Delillc, Berlin und Parny bemerkbar.	 Delillc
https://data.mimotext.uni-trier.de/entity/Q862	Saint-Lambert	P46	http://data.mimotext.uni-trier.de/entity/Q2776	amour	Licbcsdichtung	Stattdessen machen sich präromantische Tendenzen in der Natur- und elegischen Licbcsdichtung von Saint-Lambert, Delillc, Berlin und Parny bemerkbar.	 Delillc
https://data.mimotext.uni-trier.de/entity/Q862	Saint-Lambert	P46	http://data.mimotext.uni-trier.de/entity/Q3045	poésie	Licbcsdichtung	Stattdessen machen sich präromantische Tendenzen in der Natur- und elegischen Licbcsdichtung von Saint-Lambert, Delillc, Berlin und Parny bemerkbar.	 Delillc
https://data.mimotext.uni-trier.de/entity/Q1090	L'émigré	P36	http://data.mimotext.uni-trier.de/entity/Q2917	fuite	Emigrantenroman	Thematisch finden die Erlebnisse der Revolution dagegen im Emigrantenroman ihren Ausdruck, den Sénac de Meil-han mit „L'émigré” 1797 begründet.	 den Sénac de Meil-han mit „L'émigré” 1797 begründet.
