	subject_id	subject_snippet	property	object_id	object_label	object_snippet	snippet
15	http://www.wikidata.org/entity/Q1210734	Les 120 journées de Sodome	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q10	être humain	Mensch	Ein Erzähler überträgt einer Mehrzahl von Erzählfiguren die Aufgabe, ihre Erzählungen wiederzugeben und umfaßt diese nicht nur mit einer Rahmenerzählung, sondern mit einem Ereignisse, Teilnehmer und Erzähler bestimmenden oder lenkenden allgemeinen Thema: mit der Idee, daß Schein und Sein die Hofgesellschaft bestimmen („Hepta-méron“); mit der Idee, daß vernünftiges Handeln auf Erfahrungen beruht, die alle Menschen miteinander teilen (Voltaire, „Candide“, 1759; Bruno, „Le tour de la France par deux enfants“, 1877); mit der Idee, daß der Mensch sich selbst das Paradies und dem Nächsten die Hölle ist (Sade, „Les 120 journées de Sodome“, 1782/85).
16	http://zora.uni-trier.de:11000/entity/Q839	Sade	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q10	être humain	Mensch	Ein Erzähler überträgt einer Mehrzahl von Erzählfiguren die Aufgabe, ihre Erzählungen wiederzugeben und umfaßt diese nicht nur mit einer Rahmenerzählung, sondern mit einem Ereignisse, Teilnehmer und Erzähler bestimmenden oder lenkenden allgemeinen Thema: mit der Idee, daß Schein und Sein die Hofgesellschaft bestimmen („Hepta-méron“); mit der Idee, daß vernünftiges Handeln auf Erfahrungen beruht, die alle Menschen miteinander teilen (Voltaire, „Candide“, 1759; Bruno, „Le tour de la France par deux enfants“, 1877); mit der Idee, daß der Mensch sich selbst das Paradies und dem Nächsten die Hölle ist (Sade, „Les 120 journées de Sodome“, 1782/85).
17	http://www.wikidata.org/entity/Q151523	Georg Lukács	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q11	roman	Romans	Wohl im Anschluß an Friedrich Nietzsches Wort vom „Verlust der mythischen Heimat, des mythischen Mutterschoßes“ („Die Geburt der Tragödie“) hat Georg Lukács „die Form des Romans“ als „Ausdruck der transzendentalen Obdachlosigkeit“ beschrieben: „das Ganze des Lebens läßt keinen transzendentalen Mittelpunkt in sich aufweisen und duldet es nicht, daß eine seiner Zellen sich zu seiner Beherrscherin erhebe.
18	http://www.wikidata.org/entity/Q9312	I. Kant	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2816	conte	Erzähler	Als dem Leben inhärentes Bewußtsein ist der literarische Erzähler also Mittelpunkt außerhalb der Empirie und Beherrscher des ganzen Lebens; er erscheint als der geniale „Urheber“ (I. Kant) seines Textes; der Leser im Text darf sich ihm kongenial fühlen.
19	http://www.wikidata.org/entity/Q1050479	Lettres persanes	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q3018	philosophie	philosophischer Ideen	Besonders in der Epoche der Aufklärung findet man Erzählungen, in denen die Erregung der Affekte der Vermittlung philosophischer Ideen diente: „Lettres persanes“ (1721) von Montesquieu; „Les Liaisons dangereuses“ (1782) von Choderlos de Laclos; „La Nouvelle Justine, ou les Malheurs de la vertu.
20	http://www.wikidata.org/entity/Q862050	Liaisons dangereuses	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q3018	philosophie	philosophischer Ideen	Besonders in der Epoche der Aufklärung findet man Erzählungen, in denen die Erregung der Affekte der Vermittlung philosophischer Ideen diente: „Lettres persanes“ (1721) von Montesquieu; „Les Liaisons dangereuses“ (1782) von Choderlos de Laclos; „La Nouvelle Justine, ou les Malheurs de la vertu.
21	http://www.wikidata.org/entity/Q3211134	"La Nouvelle Justine, ou les Malheurs de la vertu.
Suivi de l’IIistoire de Juliette"	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q3018	philosophie	philosophischer Ideen	Besonders in der Epoche der Aufklärung findet man Erzählungen, in denen die Erregung der Affekte der Vermittlung philosophischer Ideen diente: „Lettres persanes“ (1721) von Montesquieu; „Les Liaisons dangereuses“ (1782) von Choderlos de Laclos; „La Nouvelle Justine, ou les Malheurs de la vertu. Suivi de l’IIistoire de Juliette“ (1797) des Marquis de Sade.
22	http://zora.uni-trier.de:11000/entity/Q691	Montesquieu	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3018	philosophie	philosophischer Ideen	Besonders in der Epoche der Aufklärung findet man Erzählungen, in denen die Erregung der Affekte der Vermittlung philosophischer Ideen diente: „Lettres persanes“ (1721) von Montesquieu; „Les Liaisons dangereuses“ (1782) von Choderlos de Laclos; „La Nouvelle Justine, ou les Malheurs de la vertu.
23	http://zora.uni-trier.de:11000/entity/Q224	Choderlos de Laclos	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3018	philosophie	philosophischer Ideen	Besonders in der Epoche der Aufklärung findet man Erzählungen, in denen die Erregung der Affekte der Vermittlung philosophischer Ideen diente: „Lettres persanes“ (1721) von Montesquieu; „Les Liaisons dangereuses“ (1782) von Choderlos de Laclos; „La Nouvelle Justine, ou les Malheurs de la vertu.
24	http://zora.uni-trier.de:11000/entity/Q839	Marquis de Sade	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3018	philosophie	philosophischer Ideen	Besonders in der Epoche der Aufklärung findet man Erzählungen, in denen die Erregung der Affekte der Vermittlung philosophischer Ideen diente: „Lettres persanes“ (1721) von Montesquieu; „Les Liaisons dangereuses“ (1782) von Choderlos de Laclos; „La Nouvelle Justine, ou les Malheurs de la vertu. Suivi de l’IIistoire de Juliette“ (1797) des Marquis de Sade.
25	http://www.wikidata.org/entity/Q582867	Psycho-machie	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q2801	christianisme	christliches Erzählen	Die „Psycho-machie“ (405) des Prudentius war das Vorbild für christliches Erzählen, das menschliches Handeln mit einer gottgegebenen Wertehierarchie legitimiert: Die sieben Haupttugenden besiegen mit harter Hand die sieben Hauptlaster.
26	http://www.wikidata.org/entity/Q347250	Prudentius	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2801	christianisme	christliches Erzählen	Die „Psycho-machie“ (405) des Prudentius war das Vorbild für christliches Erzählen, das menschliches Handeln mit einer gottgegebenen Wertehierarchie legitimiert: Die sieben Haupttugenden besiegen mit harter Hand die sieben Hauptlaster.
27	http://www.wikidata.org/entity/Q582867	Psycho-machie	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q10	être humain	menschliches Handeln	Die „Psycho-machie“ (405) des Prudentius war das Vorbild für christliches Erzählen, das menschliches Handeln mit einer gottgegebenen Wertehierarchie legitimiert: Die sieben Haupttugenden besiegen mit harter Hand die sieben Hauptlaster.
28	http://www.wikidata.org/entity/Q347250	Prudentius	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q10	être humain	menschliches Handeln	Die „Psycho-machie“ (405) des Prudentius war das Vorbild für christliches Erzählen, das menschliches Handeln mit einer gottgegebenen Wertehierarchie legitimiert: Die sieben Haupttugenden besiegen mit harter Hand die sieben Hauptlaster.
29	http://www.wikidata.org/entity/Q1349671	Erec et Enide	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q2831	critique sociale	kritische Einschätzung	Enide und ihre Cousine auf dem „silbernen Bett“, die „Freundin“ des Maboagrin („Erec et Enide“, um 1170, V. 5830 ff.), vermitteln eine kritische Einschätzung der Rolle der Frau in der sogen. höfischen Liebeslehre.
30	http://www.wikidata.org/entity/Q1349671	Erec et Enide	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q3054	rôle de genre	Rolle der Frau	Enide und ihre Cousine auf dem „silbernen Bett“, die „Freundin“ des Maboagrin („Erec et Enide“, um 1170, V. 5830 ff.), vermitteln eine kritische Einschätzung der Rolle der Frau in der sogen. höfischen Liebeslehre.
31	http://www.wikidata.org/entity/Q1349671	Erec et Enide	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q3128		höfischen	Enide und ihre Cousine auf dem „silbernen Bett“, die „Freundin“ des Maboagrin („Erec et Enide“, um 1170, V. 5830 ff.), vermitteln eine kritische Einschätzung der Rolle der Frau in der sogen. höfischen Liebeslehre.
32	http://www.wikidata.org/entity/Q1349671	Erec et Enide	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q2757	amour	Liebeslehre	Enide und ihre Cousine auf dem „silbernen Bett“, die „Freundin“ des Maboagrin („Erec et Enide“, um 1170, V. 5830 ff.), vermitteln eine kritische Einschätzung der Rolle der Frau in der sogen. höfischen Liebeslehre.
33	http://www.wikidata.org/entity/Q537242	Pantagruel	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q2991	noblesse	Riesenkönige	"François Rabelais hat in „Pantagruel“ (1532/ 33) und „Gargantua"" (1534/36) die Lebens-geschichte zweier Riesenkönige aufgegriffen und sie der Idee einer idealen Fürstenerziehung zugeordnet."
34	http://www.wikidata.org/entity/Q10288350	Gargantua	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q2991	noblesse	Riesenkönige	"François Rabelais hat in „Pantagruel“ (1532/ 33) und „Gargantua"" (1534/36) die Lebens-geschichte zweier Riesenkönige aufgegriffen und sie der Idee einer idealen Fürstenerziehung zugeordnet."
35	http://zora.uni-trier.de:11000/entity/Q792	François Rabelais	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2991	noblesse	Riesenkönige	"François Rabelais hat in „Pantagruel“ (1532/ 33) und „Gargantua"" (1534/36) die Lebens-geschichte zweier Riesenkönige aufgegriffen und sie der Idee einer idealen Fürstenerziehung zugeordnet."
36	http://www.wikidata.org/entity/Q537242	Pantagruel	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q3101	violence	Gewalt	"François Rabelais hat in „Pantagruel“ (1532/ 33) und „Gargantua"" (1534/36) die Lebens-geschichte zweier Riesenkönige aufgegriffen und sie der Idee einer idealen Fürstenerziehung zugeordnet. Die Gefährten der Riesen repräsentieren ihre geistigen und körperlichen Eigenschaften: Stärke, List, Behendigkeit, Bildung und Weisheit. Gewalt erscheint als notwendig, weil sie die produktive Kraft des Instinktes, der Libido, domestiziert."
37	http://www.wikidata.org/entity/Q10288350	Gargantua	http://zora.uni-trier.de:11000/entity/P25	http://zora.uni-trier.de:11000/entity/Q3101	violence	Gewalt	"François Rabelais hat in „Pantagruel“ (1532/ 33) und „Gargantua"" (1534/36) die Lebens-geschichte zweier Riesenkönige aufgegriffen und sie der Idee einer idealen Fürstenerziehung zugeordnet. Die Gefährten der Riesen repräsentieren ihre geistigen und körperlichen Eigenschaften: Stärke, List, Behendigkeit, Bildung und Weisheit. Gewalt erscheint als notwendig, weil sie die produktive Kraft des Instinktes, der Libido, domestiziert."
38	http://zora.uni-trier.de:11000/entity/Q792	François Rabelais	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3101	violence	Gewalt	"François Rabelais hat in „Pantagruel“ (1532/ 33) und „Gargantua"" (1534/36) die Lebens-geschichte zweier Riesenkönige aufgegriffen und sie der Idee einer idealen Fürstenerziehung zugeordnet. Die Gefährten der Riesen repräsentieren ihre geistigen und körperlichen Eigenschaften: Stärke, List, Behendigkeit, Bildung und Weisheit. Gewalt erscheint als notwendig, weil sie die produktive Kraft des Instinktes, der Libido, domestiziert."
39	http://zora.uni-trier.de:11000/entity/Q839	Sades	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3040	raison	Vernunft	Sades Erzählerinnen und Erzähler demonstrieren, daß die Natur, auf die sich der Mensch allein berufen kann, seine Vernunft ist; eine Rechtfertigung oder Legitimation außerhalb oder gar über der Vernunft gibt es nicht.
40	http://zora.uni-trier.de:11000/entity/Q839	Sade	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3048	révolution	Revolution	Der Erzähler Sade assoziiert die Revolution mit der Aufklärung und verhöhnt die Idee, daß sich individuelle Neigungen durch Belehrung dem Wohl des Ganzen unterordnen lassen.
41	http://zora.uni-trier.de:11000/entity/Q839	Sade	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2952	Lumières	Aufklärung	Der Erzähler Sade assoziiert die Revolution mit der Aufklärung und verhöhnt die Idee, daß sich individuelle Neigungen durch Belehrung dem Wohl des Ganzen unterordnen lassen.
42	http://zora.uni-trier.de:11000/entity/Q839	Sade	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2928	individualisme	individuelle Neigungen	Der Erzähler Sade assoziiert die Revolution mit der Aufklärung und verhöhnt die Idee, daß sich individuelle Neigungen durch Belehrung dem Wohl des Ganzen unterordnen lassen.
43	http://zora.uni-trier.de:11000/entity/Q839	Sade	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2750	aide sociale	Wohl	Der Erzähler Sade assoziiert die Revolution mit der Aufklärung und verhöhnt die Idee, daß sich individuelle Neigungen durch Belehrung dem Wohl des Ganzen unterordnen lassen.
44	http://zora.uni-trier.de:11000/entity/Q839	Sade	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q3029	pouvoir	Mächtigen	Der Erzähler Sade assoziiert die Revolution mit der Aufklärung und verhöhnt die Idee, daß sich individuelle Neigungen durch Belehrung dem Wohl des Ganzen unterordnen lassen. Er bot den folgenden Erzählern das spannende - auch trivial zu nutzende - Szenarium einer Verschwörung der Reichen, Mächtigen, Skrupellosen, die ihre Gelüste auf Kosten der Anständigen und der Armen mit verblüffendem Erfolg durchsetzen.
45	http://zora.uni-trier.de:11000/entity/Q839	Sade	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2978	morale	Skrupellosen	Der Erzähler Sade assoziiert die Revolution mit der Aufklärung und verhöhnt die Idee, daß sich individuelle Neigungen durch Belehrung dem Wohl des Ganzen unterordnen lassen. Er bot den folgenden Erzählern das spannende - auch trivial zu nutzende - Szenarium einer Verschwörung der Reichen, Mächtigen, Skrupellosen, die ihre Gelüste auf Kosten der Anständigen und der Armen mit verblüffendem Erfolg durchsetzen.
46	http://zora.uni-trier.de:11000/entity/Q839	Sade	http://zora.uni-trier.de:11000/entity/P22	http://zora.uni-trier.de:11000/entity/Q2763	anxiété	Schrecken	Schließlich hat Sade eine Ästhetik der Schrecken stiftenden dichterischen Phantasie geschaffen, indem er moralisch negativen Erzählfiguren „Genie“ einflößte, d.i.
